hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,1,240,2016,December,50,10,2,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,67.5,0,2,Canceled,05-11-2016,Sheri Patterson,SPatterson@mail.com,338-089-1693,************8464
City Hotel,0,87,2016,May,22,22,2,5,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,85,0,0,Check-Out,29-05-2016,Crystal Berry,Berry.Crystal65@yahoo.com,276-350-2138,************9778
City Hotel,0,23,2016,March,12,18,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient-Party,109,0,2,Check-Out,19-03-2016,Frank Miller,FMiller@hotmail.com,172-066-4545,************7498
Resort Hotel,0,0,2016,October,44,28,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,68,0,0,Check-Out,29-10-2016,Kimberly Clark,Kimberly_Clark@gmail.com,738-834-8697,************7113
Resort Hotel,0,132,2016,July,30,18,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,196,,0,Transient,198.5,0,0,Check-Out,22-07-2016,Christina Ellis,CEllis@mail.com,225-692-3623,************4367
City Hotel,1,479,2017,August,32,9,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,,0,Transient-Party,112.67,0,0,Canceled,27-07-2017,Taylor Ford,Taylor_F88@hotmail.com,540-510-2603,************3537
City Hotel,0,405,2017,July,27,4,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,114.4,0,0,Check-Out,06-07-2017,Erin Lewis,Erin.Lewis@yahoo.com,936-157-4691,************4503
Resort Hotel,0,29,2017,April,15,10,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,75,0,1,Check-Out,11-04-2017,Austin Rhodes,Rhodes.Austin48@att.com,469-888-7303,************2358
City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,,39,Transient,130,0,0,Canceled,18-01-2016,Heather Miller,Heather_Miller@yahoo.com,333-399-4175,************6459
Resort Hotel,0,109,2015,November,46,13,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,80.8,1,2,Check-Out,14-11-2015,John Hernandez,John_H@gmail.com,969-141-2208,************6322
City Hotel,1,184,2017,August,35,28,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,191.67,0,3,Canceled,07-03-2017,Melissa Burke DVM,Melissa.DVM77@outlook.com,152-014-4604,************1707
City Hotel,0,214,2017,May,22,28,2,4,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115.8,0,0,Check-Out,03-06-2017,Jonathon Smith,JonathonSmith32@protonmail.com,190-694-3381,************2532
City Hotel,0,39,2017,August,34,20,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,310,,0,Transient,140,0,0,Check-Out,22-08-2017,Katie Mason,Mason_Katie@comcast.net,743-792-1766,************6998
City Hotel,0,28,2015,September,37,10,0,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,50,,0,Transient,97,0,0,Check-Out,12-09-2015,Jamie Smith,Jamie.S@zoho.com,412-214-1561,************5205
Resort Hotel,0,283,2015,October,42,12,2,5,2,0,0,BB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273,,0,Transient-Party,77.29,0,0,Check-Out,19-10-2015,Amy Wallace,AmyWallace52@xfinity.com,331-592-1020,************7763
City Hotel,0,57,2016,February,7,7,2,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient,65,0,1,Check-Out,11-02-2016,Clifford Smith,Smith_Clifford75@hotmail.com,729-495-4625,************7933
Resort Hotel,0,1,2015,July,27,4,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,114.5,0,0,Check-Out,06-07-2015,Larry Velasquez,LarryVelasquez83@yahoo.com,939-592-8567,************8815
City Hotel,1,107,2016,April,16,14,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,102.3,0,1,Canceled,08-03-2016,Michael Gomez,Michael_G@outlook.com,273-173-9080,************2037
City Hotel,0,74,2016,March,13,20,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,82.45,0,1,Check-Out,24-03-2016,Jennifer Richmond,Jennifer.R@gmail.com,376-871-7030,************8763
City Hotel,0,133,2017,April,16,19,0,4,2,0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390,,0,Transient-Party,124,0,0,Check-Out,23-04-2017,Douglas Williams,Douglas.Williams56@aol.com,900-852-8541,************1953
City Hotel,0,0,2015,August,34,18,0,1,1,0,0,SC,AGO,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,100,0,0,Check-Out,19-08-2015,Monica Stevenson,Monica_Stevenson26@xfinity.com,105-512-1612,************4943
City Hotel,1,277,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100,0,0,Canceled,04-04-2016,Victoria Jackson,Victoria_Jackson@zoho.com,408-563-6726,************6425
City Hotel,0,2,2016,August,33,13,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,175.65,0,2,Check-Out,14-08-2016,Christina Smith,Christina_S@zoho.com,280-797-7545,************6283
Resort Hotel,0,2,2017,May,19,7,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,,0,Transient,79.5,1,1,Check-Out,09-05-2017,Kristopher Jones,KJones@mail.com,775-175-7078,************8778
Resort Hotel,0,152,2016,September,40,26,2,5,1,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253,,0,Transient-Party,48.5,0,0,Check-Out,03-10-2016,Brandon Caldwell,BrandonCaldwell@comcast.net,254-311-1288,************8502
City Hotel,0,44,2016,June,26,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,7,,0,Transient,99.1,0,1,Check-Out,20-06-2016,Amanda Hawkins,AHawkins69@att.com,395-057-9999,************9417
Resort Hotel,0,178,2016,July,29,11,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,102.9,1,0,Check-Out,15-07-2016,Jeremy Thornton,Jeremy.T@protonmail.com,508-677-9690,************3009
City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,,0,Transient,120,0,0,Canceled,27-04-2016,Randy Larsen,Larsen.Randy@aol.com,424-343-6507,************5143
City Hotel,0,13,2016,June,26,20,1,3,2,0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,131,0,1,Check-Out,24-06-2016,Annette Carpenter,AnnetteCarpenter12@aol.com,779-165-8720,************3963
City Hotel,0,1,2017,February,5,2,0,1,1,0,0,BB,PRT,Direct,Direct,1,1,6,E,E,1,No Deposit,,,0,Transient,110,0,0,Check-Out,03-02-2017,Dennis Williams,Dennis_Williams@comcast.net,363-610-2441,************6193
Resort Hotel,0,1,2016,May,19,2,1,0,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,90,0,0,Check-Out,03-05-2016,Brian Blanchard,Brian.Blanchard@yandex.com,172-867-1441,************8794
City Hotel,0,130,2016,September,40,29,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,139.5,0,2,Check-Out,02-10-2016,Luke Blanchard,LukeBlanchard@protonmail.com,241-219-2403,************2192
City Hotel,1,265,2015,July,28,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,,0,Contract,62,0,0,Canceled,01-01-2015,Mary Steele,MSteele@xfinity.com,909-489-3263,************1894
City Hotel,1,10,2017,February,7,16,0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,0,Canceled,06-02-2017,Daniel Wagner,DanielWagner@verizon.com,753-677-0850,************1063
Resort Hotel,1,101,2015,September,38,18,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,83,0,0,Canceled,18-08-2015,Joseph Henderson,Joseph_Henderson@outlook.com,219-513-4749,************7640
City Hotel,0,97,2015,December,53,28,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,,0,Transient,53.38,0,0,Check-Out,01-01-2016,Jennifer Richard,Richard.Jennifer25@verizon.com,944-981-4453,************5951
City Hotel,0,48,2017,February,8,22,0,2,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65,0,1,Check-Out,24-02-2017,Linda Garcia,LGarcia72@yahoo.com,583-351-8977,************9644
Resort Hotel,0,69,2017,July,28,14,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,177,,0,Transient,160,1,0,Check-Out,21-07-2017,Justin Juarez,Justin.J@gmail.com,565-716-7331,************4273
City Hotel,1,184,2016,October,42,12,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,,0,Transient,98.1,0,0,Canceled,07-10-2016,Jacob Lopez,Jacob_L26@comcast.net,280-771-7932,************7713
City Hotel,0,67,2015,December,49,5,2,1,2,1,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8,,0,Transient,112.9,0,3,Check-Out,08-12-2015,Christopher Barr,Barr.Christopher@aol.com,928-302-0995,************1297
Resort Hotel,1,38,2015,August,33,10,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,185.57,0,2,Canceled,14-07-2015,Carolyn Dalton,Carolyn_Dalton@outlook.com,102-200-6399,************3642
Resort Hotel,0,107,2015,August,33,10,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,134,0,1,Check-Out,13-08-2015,Jonathan Hall,JHall62@att.com,280-288-9528,************4281
City Hotel,1,19,2016,December,53,30,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,148,0,0,Canceled,15-12-2016,Steven Collins,Steven_C@aol.com,292-832-7069,************4017
City Hotel,0,78,2017,May,22,28,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,89.1,0,1,Check-Out,01-06-2017,Eric Walker,Eric.W86@att.com,503-390-9065,************5758
City Hotel,1,221,2015,October,40,3,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,86,0,0,Canceled,09-07-2015,Michael Richardson,MichaelRichardson26@verizon.com,904-190-2642,************2490
Resort Hotel,0,145,2017,January,1,2,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,314,,0,Transient,98.64,1,0,Check-Out,05-01-2017,Amy Williams,Amy.W@mail.com,317-900-4852,************5217
Resort Hotel,0,35,2017,March,13,28,2,6,1,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,8,,0,Transient,36,0,0,Check-Out,05-04-2017,Victor Joyce,Victor_Joyce@aol.com,923-632-1719,************1074
City Hotel,0,0,2015,November,46,12,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,79,1,1,Check-Out,13-11-2015,Lori Matthews,Lori_M81@xfinity.com,355-789-6777,************3131
Resort Hotel,0,8,2016,December,51,13,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,43,0,3,Check-Out,15-12-2016,Wendy Haas,Wendy_Haas17@gmail.com,543-367-8424,************3186
Resort Hotel,0,0,2017,April,16,18,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,91,0,0,Check-Out,20-04-2017,Daniel Burch,Daniel_Burch@yahoo.com,868-231-0502,************8367
City Hotel,1,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,,0,Transient,130,0,0,Canceled,25-11-2016,Randy Jones,Jones.Randy68@outlook.com,304-823-4188,************1715
City Hotel,0,36,2016,May,19,7,0,1,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,104.49,0,0,Check-Out,08-05-2016,Luis Martinez Jr.,Luis.Jr.35@verizon.com,443-385-5682,************3127
City Hotel,1,184,2016,August,34,17,0,1,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,7,No Deposit,9,,0,Transient-Party,139.5,0,1,Canceled,18-07-2016,Billy Fuller,Billy_Fuller@mail.com,889-080-8483,************6198
City Hotel,1,78,2016,November,45,4,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,80,0,1,No-Show,04-11-2016,Paul Greene,Paul.Greene24@yahoo.com,772-874-6203,************9197
City Hotel,0,256,2016,June,25,15,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,112,0,1,Check-Out,17-06-2016,Terri Johnson,Terri.J@protonmail.com,171-919-2430,************4720
City Hotel,1,221,2016,June,24,10,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3,,15,Transient,80,0,0,Canceled,17-11-2015,Todd Thompson,Thompson_Todd@yahoo.com,128-176-7891,************6181
City Hotel,0,3,2016,September,39,22,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,7,,0,Transient,218.72,0,1,Check-Out,25-09-2016,Renee Trujillo,Renee.T91@verizon.com,122-779-9399,************6032
City Hotel,0,85,2016,October,41,6,1,3,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,85,0,1,Check-Out,10-10-2016,Lance Davis,LDavis@aol.com,684-356-6065,************7809
City Hotel,0,20,2016,September,37,9,0,2,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,193.05,0,2,Check-Out,11-09-2016,Jonathan Anderson,JonathanAnderson@att.com,600-199-5674,************9124
City Hotel,0,33,2015,September,38,15,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Contract,94.5,0,2,Check-Out,18-09-2015,Nancy Smith,Nancy.S@mail.com,788-132-2282,************4578
City Hotel,0,31,2017,April,16,21,2,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,85,0,0,Check-Out,26-04-2017,Gavin Sanchez,Gavin.Sanchez@mail.com,847-632-1590,************3069
City Hotel,0,162,2015,September,38,17,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,,0,Transient-Party,35,0,0,Check-Out,20-09-2015,Cindy Flynn,CFlynn@yandex.com,378-051-4440,************8424
Resort Hotel,0,45,2016,March,13,22,0,2,2,0,0,BB,CIV,Direct,Direct,0,0,0,D,I,3,No Deposit,250,,0,Transient,45,0,1,Check-Out,24-03-2016,Sara Skinner,SSkinner@outlook.com,732-299-4988,************3776
Resort Hotel,0,7,2016,December,51,13,0,1,1,0,0,BB,,Corporate,Corporate,0,0,6,A,D,0,No Deposit,,457,0,Transient,35,0,0,Check-Out,14-12-2016,Daniel Parker DDS,DDS.Daniel17@att.com,818-920-3607,************3197
Resort Hotel,1,131,2016,October,44,28,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,63.03,0,0,Canceled,21-06-2016,Nicholas Sanchez,Nicholas.S@outlook.com,445-003-4158,************4978
Resort Hotel,0,0,2016,February,9,24,0,1,2,0,0,BB,FRA,Direct,Direct,1,0,0,E,E,1,No Deposit,,,0,Transient,65,0,0,Check-Out,25-02-2016,Ashley Deleon,ADeleon@att.com,204-222-6475,************5801
Resort Hotel,1,82,2016,February,7,7,2,0,2,0,0,Undefined,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67,,0,Transient-Party,66,0,0,Canceled,03-02-2016,William Holland,William_H82@att.com,403-785-1223,************3790
Resort Hotel,0,137,2016,May,23,30,1,4,1,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242,,0,Transient,106.38,0,2,Check-Out,04-06-2016,Christopher Alexander,Christopher_A@yandex.com,716-886-1405,************7358
Resort Hotel,0,98,2015,August,32,8,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,127,,0,Transient,138,0,0,Check-Out,15-08-2015,Joel Ball,JBall98@hotmail.com,804-266-6202,************4096
City Hotel,1,101,2016,June,27,27,1,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,140,0,0,Canceled,06-05-2016,Charles Sanchez,CSanchez@yahoo.com,527-275-0031,************4748
Resort Hotel,0,38,2016,March,13,25,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,,0,Transient,72,0,0,Check-Out,27-03-2016,Debbie Francis,Debbie.Francis@protonmail.com,998-325-0600,************8871
City Hotel,0,48,2016,November,45,4,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.2,0,2,Check-Out,06-11-2016,Clinton Johnson,ClintonJohnson@yahoo.com,537-051-2176,************6815
Resort Hotel,0,70,2016,August,32,4,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,245,0,1,Check-Out,09-08-2016,William Melendez,William_Melendez@outlook.com,694-008-6661,************7334
Resort Hotel,1,107,2016,August,33,13,2,2,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,227.92,0,0,Canceled,28-04-2016,Wendy King,Wendy_K@mail.com,787-432-1897,************7292
Resort Hotel,0,171,2017,August,35,27,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75,,0,Transient,121.5,0,0,Check-Out,03-09-2017,Michelle Marsh,Michelle_M38@mail.com,782-559-5781,************8383
City Hotel,1,10,2016,April,17,17,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89,0,0,Canceled,12-04-2016,Brian Carlson,Brian_C99@hotmail.com,516-023-1122,************3684
City Hotel,0,20,2017,June,25,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,23,D,D,1,No Deposit,,219,0,Transient,119,1,2,Check-Out,21-06-2017,Bryan Silva,Silva.Bryan22@yahoo.com,350-988-9991,************4864
City Hotel,1,69,2016,November,46,10,1,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,104.18,0,2,Canceled,07-11-2016,Henry Johnson,HJohnson@mail.com,973-403-1118,************2030
Resort Hotel,0,8,2017,January,2,14,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,68,0,1,Check-Out,15-01-2017,Johnny Casey,JohnnyCasey@gmail.com,309-344-3518,************5687
City Hotel,0,82,2017,May,22,31,0,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,,0,Transient-Party,153,0,2,Check-Out,03-06-2017,Julie Swanson,Julie.Swanson@zoho.com,683-816-8557,************9181
City Hotel,0,80,2016,December,53,27,0,3,1,1,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,114.9,0,1,Check-Out,30-12-2016,Jennifer Hall,Jennifer_Hall@aol.com,216-935-9443,************6866
City Hotel,1,5,2016,June,25,14,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,221,0,Transient,95,0,0,Canceled,09-06-2016,Christopher Mercado,Christopher_M@zoho.com,723-547-2692,************1347
City Hotel,0,50,2017,June,24,11,2,2,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,126,0,0,Check-Out,15-06-2017,James Reese,James.R@verizon.com,122-030-0139,************1893
City Hotel,1,173,2017,June,23,4,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,120,0,0,Canceled,13-12-2016,Shannon Johnson,ShannonJohnson37@protonmail.com,773-665-5202,************7551
City Hotel,0,39,2016,September,40,25,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient,129.7,0,0,Check-Out,26-09-2016,Tiffany Smith,Smith_Tiffany76@comcast.net,572-142-8984,************6245
Resort Hotel,0,146,2016,September,40,29,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,,360,0,Transient-Party,116.1,0,0,Check-Out,30-09-2016,Michael Haynes,Haynes_Michael@comcast.net,745-267-5706,************4079
City Hotel,1,1,2015,November,47,19,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40,0,Transient,65,0,0,No-Show,19-11-2015,Alexandra Clark,Alexandra_C@verizon.com,922-644-5977,************8989
Resort Hotel,0,45,2016,September,39,18,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,86,0,2,Check-Out,21-09-2016,David Carlson,DavidCarlson@verizon.com,485-083-6905,************5164
City Hotel,0,2,2016,September,39,22,0,1,1,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,194,0,3,Check-Out,23-09-2016,Zachary Robertson,Zachary.Robertson17@att.com,213-378-9101,************4824
City Hotel,0,158,2016,May,22,25,0,4,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,13,No Deposit,9,,0,Transient,123.25,0,1,Check-Out,29-05-2016,Lisa Reid MD,Lisa.MD@yahoo.com,277-523-2188,************1995
Resort Hotel,0,33,2017,August,32,7,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,244,0,2,Check-Out,12-08-2017,Lisa Davis,LisaDavis@gmail.com,322-171-2402,************9256
Resort Hotel,0,25,2016,March,14,28,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,60,0,1,Check-Out,30-03-2016,Jennifer Small,Jennifer_Small@att.com,457-602-8541,************7989
Resort Hotel,0,9,2015,October,42,11,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,56,0,0,Check-Out,12-10-2015,Mr. Erik Smith,Smith.Mr.32@zoho.com,125-562-2561,************2413
City Hotel,1,241,2017,March,13,31,2,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,103.6,0,0,Canceled,09-01-2017,Tony Brown,Tony_B50@xfinity.com,515-800-2746,************1021
City Hotel,1,71,2016,June,25,17,2,2,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,93.08,0,1,Canceled,11-05-2016,Tami Smith,Tami.Smith@comcast.net,680-971-2225,************3572
Resort Hotel,0,100,2015,July,28,6,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,241,,0,Transient,63.86,0,1,Check-Out,16-07-2015,Paula Howard,Paula_Howard@xfinity.com,695-262-6342,************7774
Resort Hotel,1,50,2016,March,10,5,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,48,0,1,Canceled,03-02-2016,Christopher Bradshaw,Bradshaw_Christopher@yandex.com,832-193-9504,************6087
City Hotel,1,68,2016,February,8,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37,,0,Transient,75,0,0,Canceled,06-01-2016,Erin Roy,ERoy30@yandex.com,487-478-1586,************8687
City Hotel,1,0,2016,March,11,8,0,2,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,,209,0,Transient-Party,75,0,0,Canceled,08-03-2016,Andrew Simmons,Andrew_Simmons@xfinity.com,588-901-4920,************5682
City Hotel,0,265,2016,June,26,24,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient-Party,115,0,1,Check-Out,26-06-2016,Travis Myers,Myers.Travis94@yandex.com,400-141-5576,************6508
Resort Hotel,0,160,2016,May,21,17,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,251,,0,Transient,59,0,1,Check-Out,18-05-2016,Ruth Bishop,Ruth_B@aol.com,734-301-7589,************1600
City Hotel,0,133,2017,April,16,19,0,4,2,0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390,,0,Transient-Party,124,0,0,Check-Out,23-04-2017,Jeremy Miller,Jeremy.Miller@protonmail.com,849-646-1469,************3528
Resort Hotel,0,9,2017,February,7,18,1,1,2,0,0,BB,PRT,Online TA,Direct,1,0,1,A,A,2,No Deposit,240,,0,Transient,60,0,2,Check-Out,20-02-2017,Leslie Rodriguez,Leslie_R@att.com,923-714-2201,************3196
Resort Hotel,0,28,2015,October,43,21,0,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208,,0,Transient-Party,70,0,0,Check-Out,23-10-2015,Heather Jackson,Jackson.Heather77@protonmail.com,942-066-8146,************9978
City Hotel,0,48,2016,April,14,1,2,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,63.22,0,1,Check-Out,06-04-2016,Rebecca Martin,Rebecca.Martin@gmail.com,216-677-3496,************1360
City Hotel,0,12,2015,October,41,5,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,114,0,3,Check-Out,10-10-2015,Alicia Glass,AliciaGlass@outlook.com,303-038-6314,************3526
City Hotel,0,45,2016,July,28,5,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient,76.5,0,0,Check-Out,06-07-2016,Leslie Hill,Leslie_Hill60@outlook.com,245-802-0940,************2578
